order_id,customer_name,customer_contact,employee_first_name,employee_last_name,order_date,shipper_name,quantity,product_name,product_price,category_name,supplier_name,supplier_contact
10320,"Wartian Herkku","Pirkko Koskitalo",Steven,Buchanan,1996-10-03,"Federal Shipping",30,Flotemysost,21.5,"Dairy Products","Norske Meierier","Beate Vileid"
10437,"Wartian Herkku","Pirkko Koskitalo",Laura,Callahan,1997-02-05,"Speedy Express",15,"Perth Pasties",32.8,Meat/Poultry,"Gday, Mate","Wendy Mackenzie"
10416,"Wartian Herkku","Pirkko Koskitalo",Laura,Callahan,1997-01-16,"Federal Shipping",20,"Ravioli Angelo",19.5,Grains/Cereals,"Pasta Buttini s.r.l.","Giovanni Giudici"
10416,"Wartian Herkku","Pirkko Koskitalo",Laura,Callahan,1997-01-16,"Federal Shipping",10,"Perth Pasties",32.8,Meat/Poultry,"Gday, Mate","Wendy Mackenzie"
10416,"Wartian Herkku","Pirkko Koskitalo",Laura,Callahan,1997-01-16,"Federal Shipping",20,"Teatime Chocolate Biscuits",9.2,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10412,"Wartian Herkku","Pirkko Koskitalo",Laura,Callahan,1997-01-13,"United Package",20,Tofu,23.25,Produce,Mayumis,"Mayumi Ohno"
10333,"Wartian Herkku","Pirkko Koskitalo",Steven,Buchanan,1996-10-18,"Federal Shipping",10,"Sir Rodneys Scones",10,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10333,"Wartian Herkku","Pirkko Koskitalo",Steven,Buchanan,1996-10-18,"Federal Shipping",10,Tofu,23.25,Produce,Mayumis,"Mayumi Ohno"
10269,"White Clover Markets","Karl Jablonski",Steven,Buchanan,1996-07-31,"Speedy Express",20,"Mozzarella di Giovanni",34.8,"Dairy Products","Formaggi Fortini s.r.l.","Elio Rossi"
10269,"White Clover Markets","Karl Jablonski",Steven,Buchanan,1996-07-31,"Speedy Express",60,Geitost,2.5,"Dairy Products","Norske Meierier","Beate Vileid"
10344,"White Clover Markets","Karl Jablonski",Margaret,Peacock,1996-11-01,"United Package",70,"Northwoods Cranberry Sauce",40,Condiments,"Grandma Kellys Homestead","Regina Murphy"
10344,"White Clover Markets","Karl Jablonski",Margaret,Peacock,1996-11-01,"United Package",35,"Chef Antons Cajun Seasoning",22,Condiments,"New Orleans Cajun Delights","Shelley Burke"
10248,"Wilman Kala","Matti Karttunen",Steven,Buchanan,1996-07-04,"Federal Shipping",5,"Mozzarella di Giovanni",34.8,"Dairy Products","Formaggi Fortini s.r.l.","Elio Rossi"
10248,"Wilman Kala","Matti Karttunen",Steven,Buchanan,1996-07-04,"Federal Shipping",10,"Singaporean Hokkien Fried Mee",14,Grains/Cereals,"Leka Trading","Chandra Leka"
10248,"Wilman Kala","Matti Karttunen",Steven,Buchanan,1996-07-04,"Federal Shipping",12,"Queso Cabrales",21,"Dairy Products","Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra"
